Medical_record_number	Sample_ID	Short_ID	Sample_ID	Plasma_ID	Medical_record_number	replicate	Cohort	Institution	DNA_conc	Plasma_volume_estimated	TF	short.count	long.count	Fragment_size_ratio	Modal_fragment_length	Modal_fragment_count	Sample_type	Date_of_birth	Date_of_diagnosis	Date_of_sample	Date_of_progressive_disease	Last_known_date_if_no_progression	PFS	PFS_censor	Date_of_death	Last_known_date_if_still_alive	OST	OST_censor	Age_at_sample	Overall_survival	Sex	Spay.neuter.status	Breed	Weight_kg	Primary_diagnosis	Subtype	Tumor_location	Tumor_size	Other_diagnoses	Blood_draw_site	Blood_draw_site_side	Blood_draw_time	Time_of_Day	Sample_time_point	Disease_status	Cancer_type	tumor_cfDNA	First_Sample	Tumor_data	Normal_data	ULPWGS_data_cf3	ULPWGS_data_cf4	WES_data	CBC_data	Date.of.CBC	Total lymph node size	
357223	05-cfDNA_R_SP_1	05-cfDNA	05-cfDNA_R_SP_1	05-cfDNA_R_SP_1	357223	NA	Blood_draw_site_1	Tufts	3.465	TRUE	0.02063	1497001	2840185	0.52707869	164	63898	Streck_plasma	7/15/14	1/12/17	8/14/19	NA	NA	NA	NA	NA	NA	NA	NA	5.1	NA	F	Y	boxer	27.4	Colorectal mucinous carcinoma	NA	anus	NA	NA	Saphenous	Right	1:03:00 PM	783	NA	NED	Colorectal mucinous carcinoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	8/14/19	NA	
453424	06-cfDNA_L_JP_1	06-cfDNA	06-cfDNA_L_JP_1	06-cfDNA_L_JP_1	453424	NA	Blood_draw_site_1	Tufts	3.576	TRUE	0.1848	2267779	3760461	0.60305877	152	100573	Streck_plasma	8/13/08	8/5/19	8/14/19	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	F	Y	labrador retriever	28.7	Melanoma	NA	Left mandible	NA	NA	Jugular	Left	3:15:00 PM	915	NA	disease present	Melanoma	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
453424	06-cfDNA_L_SP_1	06-cfDNA	06-cfDNA_L_SP_1	06-cfDNA_L_SP_1	453424	NA	Blood_draw_site_1	Tufts	2.928	TRUE	0.09659	1290752	2192988	0.58858142	152	53401	Streck_plasma	8/13/08	8/5/19	8/14/19	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	F	Y	labrador retriever	28.7	Melanoma	NA	Left mandible	NA	NA	Saphenous	Left	3:22:00 PM	922	NA	disease present	Melanoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
453424	06-cfDNA_R_CP_1	06-cfDNA	06-cfDNA_R_CP_1	06-cfDNA_R_CP_1	453424	NA	Blood_draw_site_1	Tufts	3.504	TRUE	0.1006	1560793	2650859	0.58878763	152	65864	Streck_plasma	8/13/08	8/5/19	8/14/19	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	F	Y	labrador retriever	28.7	Melanoma	NA	Left mandible	NA	NA	Cephalic	Right	3:18:00 PM	918	NA	disease present	Melanoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
452431	07-cfDNA_L_CP_1	07-cfDNA	07-cfDNA_L_CP_1	07-cfDNA_L_CP_1	452431	NA	Blood_draw_site_1	Tufts	1.056	TRUE	0.01709	2617060	4744479	0.55160114	168	107323	Streck_plasma	4/1/06	7/31/19	8/19/19	NA	NA	NA	NA	12/26/19	NA	148	N	13.4	148	M	N	golden retriever	38	Osteosarcoma	NA	rt proximal humerus	NA	NA	Cephalic	Left	12:44:00 PM	764	NA	disease present	Osteosarcoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
452431	07-cfDNA_L_JP_1	07-cfDNA	07-cfDNA_L_JP_1	07-cfDNA_L_JP_1	452431	NA	Blood_draw_site_1	Tufts	1.2	TRUE	0.01337	1947223	3269177	0.59563095	168	73748	Streck_plasma	4/1/06	7/31/19	8/19/19	NA	NA	NA	NA	12/26/19	NA	148	N	13.4	148	M	N	golden retriever	38	Osteosarcoma	NA	rt proximal humerus	NA	NA	Jugular	Left	12:39:00 PM	759	NA	disease present	Osteosarcoma	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
452431	07-cfDNA_R_SP_1	07-cfDNA	07-cfDNA_R_SP_1	07-cfDNA_R_SP_1	452431	NA	Blood_draw_site_1	Tufts	0.864	TRUE	0.01114	2051815	3524584	0.58214388	168	80489	Streck_plasma	4/1/06	7/31/19	8/19/19	NA	NA	NA	NA	12/26/19	NA	148	N	13.4	148	M	N	golden retriever	38	Osteosarcoma	NA	rt proximal humerus	NA	NA	Saphenous	Right	12:43:00 PM	763	NA	disease present	Osteosarcoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
451899	08-cfDNA_L_SP_1	08-cfDNA	08-cfDNA_L_SP_1	08-cfDNA_L_SP_1	451899	NA	Blood_draw_site_1	Tufts	9.588	TRUE	0.2481	2979635	3509094	0.84911803	152	106256	Streck_plasma	5/10/10	8/1/19	8/19/19	NA	NA	NA	NA	NA	NA	NA	NA	9.3	NA	M	Y	german shepherd	30	Hemangiosarcoma	NA	spleen	NA	NA	Saphenous	Left	3:25:00 PM	925	NA	disease present	Hemangiosarcoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
451899	08-cfDNA_R_CP_1	08-cfDNA	08-cfDNA_R_CP_1	08-cfDNA_R_CP_1	451899	NA	Blood_draw_site_1	Tufts	7.824	TRUE	0.1851	2678773	3478513	0.77009142	152	97021	Streck_plasma	5/10/10	8/1/19	8/19/19	NA	NA	NA	NA	NA	NA	NA	NA	9.3	NA	M	Y	german shepherd	30	Hemangiosarcoma	NA	spleen	NA	NA	Cephalic	Right	3:35:00 PM	935	NA	disease present	Hemangiosarcoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
451899	08-cfDNA_R_JP_1	08-cfDNA	08-cfDNA_R_JP_1	08-cfDNA_R_JP_1	451899	NA	Blood_draw_site_1	Tufts	9.516	TRUE	0.2705	3379249	3889565	0.8687987	143	121049	Streck_plasma	5/10/10	8/1/19	8/19/19	NA	NA	NA	NA	NA	NA	NA	NA	9.3	NA	M	Y	german shepherd	30	Hemangiosarcoma	NA	spleen	NA	NA	Jugular	Right	3:22:00 PM	922	NA	disease present	Hemangiosarcoma	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
454120	09-cfDNA_L_CP_1	09-cfDNA	09-cfDNA_L_CP_1	09-cfDNA_L_CP_1	454120	NA	Blood_draw_site_1	Tufts	5.472	TRUE	0.1397	2856215	3084660	0.9259416	152	102943	Streck_plasma	11/21/10	8/9/19	9/10/19	NA	NA	NA	NA	NA	NA	NA	NA	8.8	NA	M	Y	mixed breed	29.5	Hemangiosarcoma	NA	SQ Rt antebrachial mass	NA	NA	Cephalic	Left	10:34:00 AM	634	NA	disease present	Hemangiosarcoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	9/10/19	NA	
454120	09-cfDNA_L_JP_1	09-cfDNA	09-cfDNA_L_JP_1	09-cfDNA_L_JP_1	454120	NA	Blood_draw_site_1	Tufts	3.888	TRUE	0.1262	3265335	4121852	0.79220093	152	123943	Streck_plasma	11/21/10	8/9/19	9/10/19	NA	NA	NA	NA	NA	NA	NA	NA	8.8	NA	M	Y	mixed breed	29.5	Hemangiosarcoma	NA	SQ Rt antebrachial mass	NA	NA	Jugular	Left	10:49:00 AM	649	NA	disease present	Hemangiosarcoma	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	9/10/19	NA	
454120	09-cfDNA_R_SP_1	09-cfDNA	09-cfDNA_R_SP_1	09-cfDNA_R_SP_1	454120	NA	Blood_draw_site_1	Tufts	4.212	TRUE	0.1104	4289877	4554161	0.94196867	152	153663	Streck_plasma	11/21/10	8/9/19	9/10/19	NA	NA	NA	NA	NA	NA	NA	NA	8.8	NA	M	Y	mixed breed	29.5	Hemangiosarcoma	NA	SQ Rt antebrachial mass	NA	NA	Saphenous	Right	10:43:00 AM	643	NA	disease present	Hemangiosarcoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	9/10/19	NA	
436799	10-cfDNA_L_CP_1	10-cfDNA	10-cfDNA_L_CP_1	10-cfDNA_L_CP_1	436799	NA	Blood_draw_site_1	Tufts	1.296	TRUE	0.03576	1725272	3234107	0.53346163	164	69193	Streck_plasma	9/11/07	12/8/18	9/25/19	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	F	N	border collie	24.8	Urothelial carcinoma	NA	Urethra	NA	NA	Cephalic	Left	1:07:00 PM	787	NA	SD	Urothelial carcinoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	9/25/19	NA	
436799	10-cfDNA_L_JP_1	10-cfDNA	10-cfDNA_L_JP_1	10-cfDNA_L_JP_1	436799	NA	Blood_draw_site_1	Tufts	1.164	TRUE	0.05011	1794816	2931983	0.61215089	152	68676	Streck_plasma	9/11/07	12/8/18	9/25/19	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	F	N	border collie	24.8	Urothelial carcinoma	NA	Urethra	NA	NA	Jugular	Left	12:56:00 PM	776	NA	SD	Urothelial carcinoma	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	9/25/19	NA	
436799	10-cfDNA_R_SP_1	10-cfDNA	10-cfDNA_R_SP_1	10-cfDNA_R_SP_1	436799	NA	Blood_draw_site_1	Tufts	1.884	TRUE	0.04514	1592539	2660723	0.5985362	153	60425	Streck_plasma	9/11/07	12/8/18	9/25/19	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	F	N	border collie	24.8	Urothelial carcinoma	NA	Urethra	NA	NA	Saphenous	Right	1:02:00 PM	782	NA	SD	Urothelial carcinoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	9/25/19	NA	
395496	HD_1.cfDNA_r1	HD1	HD_1.cfDNA_r1	HD_1.cfDNA	395496	Rep1	Healthy_cohort_1	Tufts	5.05894737	FALSE	0.04584	225303	634388	0.35515016	168	13870	NA	7/8/13	NA	3/6/18	NA	NA	NA	NA	NA	NA	NA	NA	4.7	NA	M	Y	mixed breed	22	Healthy	NA	NA	NA	NA	NA	NA	11:20:00 AM	680	NA	NA	Healthy	FALSE	TRUE	NA	TRUE	TRUE	FALSE	FALSE	FALSE	NA	NA	
395496	HD_1.cfDNA_r2	HD1	HD_1.cfDNA_r2	HD_1.cfDNA	395496	Rep2	Healthy_cohort_1	Tufts	5.1483871	FALSE	0.03505	211580	615922	0.34351752	166	13628	NA	7/8/13	NA	3/6/18	NA	NA	NA	NA	NA	NA	NA	NA	4.7	NA	M	Y	mixed breed	22	Healthy	NA	NA	NA	NA	NA	NA	11:20:00 AM	680	NA	NA	Healthy	FALSE	FALSE	NA	TRUE	TRUE	FALSE	FALSE	FALSE	NA	NA	
385805	HD_2.cfDNA_r1	HD2	HD_2.cfDNA_r1	HD_2.cfDNA	385805	Rep1	Healthy_cohort_1	Tufts	5.79512195	FALSE	0.05385	372319	1174804	0.3169201	172	24688	NA	1/3/17	NA	3/7/18	NA	NA	NA	NA	NA	NA	NA	NA	1.2	NA	F	N	bullmastiff	55	Healthy	NA	NA	NA	NA	NA	NA	9:04:00 AM	544	NA	NA	Healthy	FALSE	TRUE	NA	TRUE	TRUE	FALSE	FALSE	FALSE	NA	NA	
385805	HD_2.cfDNA_r2	HD2	HD_2.cfDNA_r2	HD_2.cfDNA	385805	Rep2	Healthy_cohort_1	Tufts	4.64914286	FALSE	0.04158	330851	1047478	0.31585484	170	22180	NA	1/3/17	NA	3/7/18	NA	NA	NA	NA	NA	NA	NA	NA	1.2	NA	F	N	bullmastiff	55	Healthy	NA	NA	NA	NA	NA	NA	9:04:00 AM	544	NA	NA	Healthy	FALSE	FALSE	NA	TRUE	TRUE	FALSE	FALSE	FALSE	NA	NA	
333970	HD_3.cfDNA_r1	HD3	HD_3.cfDNA_r1	HD_3.cfDNA	333970	Rep1	Healthy_cohort_1	Tufts	4.8326087	FALSE	0.03326	387644	658383	0.58878191	152	16462	NA	9/20/10	NA	3/7/18	NA	NA	NA	NA	NA	NA	NA	NA	7.5	NA	F	Y	labrador retriever	25	Healthy	NA	NA	NA	NA	NA	NA	12:15:00 PM	735	NA	NA	Healthy	FALSE	TRUE	NA	TRUE	TRUE	FALSE	FALSE	FALSE	NA	NA	
333970	HD_3.cfDNA_r2	HD3	HD_3.cfDNA_r2	HD_3.cfDNA	333970	Rep2	Healthy_cohort_1	Tufts	4.64914286	FALSE	0.04751	405474	747809	0.54221599	152	17842	NA	9/20/10	NA	3/7/18	NA	NA	NA	NA	NA	NA	NA	NA	7.5	NA	F	Y	labrador retriever	25	Healthy	NA	NA	NA	NA	NA	NA	12:15:00 PM	735	NA	NA	Healthy	FALSE	FALSE	NA	TRUE	TRUE	FALSE	FALSE	FALSE	NA	NA	
385560	HD_5.cfDNA_r1	HD5	HD_5.cfDNA_r1	HD_5.cfDNA	385560	Rep1	Healthy_cohort_1	Tufts	9.756	FALSE	0.04055	101854	528095	0.1928706	172	10686	NA	2/2/12	NA	3/12/18	NA	NA	NA	NA	NA	NA	NA	NA	6.1	NA	F	Y	mixed breed	8.6	Healthy	NA	NA	NA	NA	NA	NA	8:45:00 AM	525	NA	NA	Healthy	FALSE	TRUE	NA	TRUE	TRUE	FALSE	FALSE	FALSE	NA	NA	
385560	HD_5.cfDNA_r2	HD5	HD_5.cfDNA_r2	HD_5.cfDNA	385560	Rep2	Healthy_cohort_1	Tufts	9	FALSE	0.04118	89544	415225	0.21565176	172	8487	NA	2/2/12	NA	3/12/18	NA	NA	NA	NA	NA	NA	NA	NA	6.1	NA	F	Y	mixed breed	8.6	Healthy	NA	NA	NA	NA	NA	NA	8:45:00 AM	525	NA	NA	Healthy	FALSE	FALSE	NA	TRUE	TRUE	FALSE	FALSE	FALSE	NA	NA	
462289	1-BBX-462289	1-BBX	1-BBX-462289	1-BBX-462289	462289	NA	Healthy_cohort_2	Tufts	2.4	FALSE	0.03836	1532542	2980615	0.51416973	164	72573	Streck_plasma	7/4/19	NA	6/6/21	NA	NA	NA	NA	NA	NA	NA	NA	1.9	NA	F	Y	mixed breed	37	Healthy	NA	NA	NA	None	Jugular	NA	NA	NA	NA	NA	Healthy	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
424268	10-BBX-424268	10-BBX	10-BBX-424268	10-BBX-424268	424268	NA	Healthy_cohort_2	Tufts	3.93103448	FALSE	0.04435	953368	2078997	0.45857113	164	44171	Streck_plasma	9/8/13	NA	2/9/22	NA	NA	NA	NA	NA	NA	NA	NA	8.4	NA	M	Y	mixed breed	35.1	Healthy	NA	NA	NA	None	Jugular	NA	NA	NA	NA	NA	Healthy	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
471223	11-BBX-471223	11-BBX	11-BBX-471223	11-BBX-471223	471223	NA	Healthy_cohort_2	Tufts	2.64	FALSE	0.04455	485324	1134488	0.42779122	167	26200	Streck_plasma	12/11/19	NA	2/11/22	NA	NA	NA	NA	NA	NA	NA	NA	2.2	NA	F	Y	mixed breed	NA	Healthy	NA	NA	NA	None	Jugular	NA	NA	NA	NA	NA	Healthy	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
354038	12-BBX-354038	12-BBX	12-BBX-354038	12-BBX-354038	354038	NA	Healthy_cohort_2	Tufts	1.77272727	FALSE	0.01601	1809394	2976288	0.60793646	152	72503	Streck_plasma	10/20/13	NA	2/14/22	NA	NA	NA	NA	NA	NA	NA	NA	8.3	NA	M	Y	golden retriever	27	Healthy	NA	NA	NA	atopic dermatitis	Jugular	NA	NA	NA	NA	NA	Healthy	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
448658	2-BBX-448658	2-BBX	2-BBX-448658	2-BBX-448658	448658	NA	Healthy_cohort_2	Tufts	4.82926829	FALSE	0.02687	951466	2696661	0.35283115	165	65126	Streck_plasma	3/28/12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	M	Y	labrador retriever	33.5	Healthy	NA	NA	NA	lymphangiectasia	Jugular	NA	NA	NA	NA	NA	Healthy	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
472689	3-BBX-472689	3-BBX	3-BBX-472689	3-BBX-472689	472689	NA	Healthy_cohort_2	Tufts	4.28571429	FALSE	0.03636	1186725	2124749	0.5585248	153	47350	Streck_plasma	5/5/18	NA	5/18/21	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	M	Y	mixed breed	30.9	Healthy	NA	NA	NA	None	Jugular	NA	NA	NA	NA	NA	Healthy	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
411916	4-BBX-411916	4-BBX	4-BBX-411916	4-BBX-411916	411916	NA	Healthy_cohort_2	Tufts	2.11764706	FALSE	0.01498	1285857	3125628	0.41139157	168	74111	Streck_plasma	11/2/17	NA	5/18/21	NA	NA	NA	NA	NA	NA	NA	NA	3.5	NA	F	Y	german shepherd	29.4	Healthy	NA	NA	NA	None	Jugular	NA	NA	NA	NA	NA	Healthy	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
403320	5-BBX-403320	5-BBX	5-BBX-403320	5-BBX-403320	403320	NA	Healthy_cohort_2	Tufts	3.35294118	FALSE	0.02858	1340067	2502170	0.53556193	153	55349	Streck_plasma	1/4/12	NA	5/24/21	NA	NA	NA	NA	NA	NA	NA	NA	9.4	NA	M	Y	mixed breed	16.4	Healthy	NA	NA	NA	osteoarthritis	Jugular	NA	NA	NA	NA	NA	Healthy	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
501413	6-BBX-501413	6-BBX	6-BBX-501413	6-BBX-501413	501413	NA	Healthy_cohort_2	Tufts	2.83333333	FALSE	0.01667	1136394	2915571	0.38976722	167	68872	Streck_plasma	6/4/21	NA	5/24/21	NA	NA	NA	NA	NA	NA	NA	NA	0.03	NA	M	N	labrador retriever	NA	Healthy	NA	NA	NA	None	Jugular	NA	NA	NA	NA	NA	Healthy	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
488935	7-BBX-488935	7-BBX	7-BBX-488935	7-BBX-488935	488935	NA	Healthy_cohort_2	Tufts	4.56	FALSE	0.01966	546192	985894	0.55400682	163	24168	Streck_plasma	2/18/20	NA	2/8/22	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	M	Y	mixed breed	20.3	Healthy	NA	NA	NA	None	Jugular	NA	NA	NA	NA	NA	Healthy	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
507842	8-BBX-507842	8-BBX	8-BBX-507842	8-BBX-507842	507842	NA	Healthy_cohort_2	Tufts	2	FALSE	0.01534	1720369	2781407	0.61852473	152	73392	Streck_plasma	6/10/21	NA	2/8/22	NA	NA	NA	NA	NA	NA	NA	NA	0.7	NA	M	N	golden retriever	28.5	Healthy	NA	NA	NA	None	Jugular	NA	NA	NA	NA	NA	Healthy	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
467718	9-BBX-467718	9-BBX	9-BBX-467718	9-BBX-467718	467718	NA	Healthy_cohort_2	Tufts	1.67441861	FALSE	0.06451	1911210	2721257	0.70232617	20	154964	Streck_plasma	7/28/19	NA	2/9/22	NA	NA	NA	NA	NA	NA	NA	NA	2.5	NA	M	Y	german shorthaired pointer	NA	Healthy	NA	NA	NA	None	Jugular	NA	NA	NA	NA	NA	Healthy	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
443038	21-CFDNA-T-443038-Day-0	21-CFDNA	21-CFDNA-T-443038-Day-0	21-CFDNA-T-443038-Day-0	443038	NA	LSA_U01_treatment_cohort_1	Tufts	38.6896552	FALSE	0.07346	1830388	3379581	0.54160205	163	110497	Streck_plasma	6/27/11	3/30/19	4/8/19	NA	NA	179	1	NA	NA	NA	NA	7.8	NA	F	Y	mixed breed	10.5	Lymphoma	DLBCL	NA	NA	NA	Jugular	NA	9:42:00 AM	582	Day 0	disease present	Lymphoma	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	4/8/19	NA	
443038	21-CFDNA-T-443038-Day-170-Relapse	21-CFDNA	21-CFDNA-T-443038-Day-170-Relapse	21-CFDNA-T-443038-Day-170-Relapse	443038	NA	LSA_U01_treatment_cohort_1	Tufts	5.4	FALSE	0.0643	1131536	2097913	0.53936269	163	67474	Streck_plasma	6/27/11	3/30/19	9/25/19	NA	NA	179	1	NA	NA	NA	NA	8.3	NA	F	Y	mixed breed	10.8	Lymphoma	DLBCL	NA	NA	NA	Jugular	NA	11:36:00 AM	696	Day 170	PD	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	9/25/19	NA	
443038	21-CFDNA-T-443038-Day-7	21-CFDNA	21-CFDNA-T-443038-Day-7	21-CFDNA-T-443038-Day-7	443038	NA	LSA_U01_treatment_cohort_1	Tufts	4	FALSE	0.09452	888322	1948217	0.45596666	163	51069	Streck_plasma	6/27/11	3/30/19	4/15/19	NA	NA	179	1	NA	NA	NA	NA	7.8	NA	F	Y	mixed breed	10.1	Lymphoma	DLBCL	NA	NA	NA	Jugular	NA	?	NA	Day 7	PR	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	4/15/19	NA	
447778	22-CFDNA-T-447778-Day-0	22-CFDNA	22-CFDNA-T-447778-Day-0	22-CFDNA-T-447778-Day-0	447778	NA	LSA_U01_treatment_cohort_1	Tufts	15.36	FALSE	0.7389	1471835	2091252	0.70380566	152	65902	Streck_plasma	5/29/13	5/30/19	6/14/19	NA	NA	190	1	NA	NA	NA	NA	6	NA	F	Y	mixed breed	38.4	Lymphoma	DLBCL	NA	NA	NA	Jugular	NA	9:11:00 AM	551	Day 0	disease present	Lymphoma	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	6/14/19	NA	
447778	22-CFDNA-T-447778-Day-175-Relapse	22-CFDNA	22-CFDNA-T-447778-Day-175-Relapse	22-CFDNA-T-447778-Day-175-Relapse	447778	NA	LSA_U01_treatment_cohort_1	Tufts	3.5	FALSE	0.02529	718203	1381730	0.51978534	163	32852	Streck_plasma	5/29/13	5/30/19	12/6/19	NA	NA	190	1	NA	NA	NA	NA	6.5	NA	F	Y	mixed breed	37.6	Lymphoma	DLBCL	NA	NA	NA	Jugular	NA	9:18:00 AM	558	Day 175	PD	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	12/6/19	NA	
447778	22-CFDNA-T-447778-Day-7	22-CFDNA	22-CFDNA-T-447778-Day-7	22-CFDNA-T-447778-Day-7	447778	NA	LSA_U01_treatment_cohort_1	Tufts	2.6	FALSE	0.01831	857755	1479463	0.57977455	152	36990	Streck_plasma	5/29/13	5/30/19	6/21/19	NA	NA	190	1	NA	NA	NA	NA	6.1	NA	F	Y	mixed breed	38.4	Lymphoma	DLBCL	NA	NA	NA	Jugular	NA	1:03:00 PM	783	Day 7	PR	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	6/21/19	NA	
448346	23-CFDNA-T-448346-Day-0	23-CFDNA	23-CFDNA-T-448346-Day-0	23-CFDNA-T-448346-Day-0	448346	NA	LSA_U01_treatment_cohort_1	Tufts	144.96	FALSE	0.8601	1344867	2864032	0.46957122	163	99798	Streck_plasma	9/25/08	6/25/19	6/28/19	NA	NA	203	0	NA	NA	NA	NA	10.8	NA	F	Y	mixed breed	30.8	Lymphoma	DLBCL	NA	NA	NA	Jugular	NA	9:09:00 AM	549	Day 0	disease present	Lymphoma	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	6/28/19	NA	
448346	23-CFDNA-T-448346-Day-200	23-CFDNA	23-CFDNA-T-448346-Day-200	23-CFDNA-T-448346-Day-200	448346	NA	LSA_U01_treatment_cohort_1	Tufts	5.52	FALSE	0.03054	334103	663314	0.50368755	164	14896	Streck_plasma	9/25/08	6/25/19	1/14/20	NA	NA	203	0	NA	NA	NA	NA	11.3	NA	F	Y	mixed breed	30.2	Lymphoma	DLBCL	NA	NA	NA	Jugular	NA	10:38:00 AM	638	Day 200	CR	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	1/14/20	NA	
448346	23-CFDNA-T-448346-Day-7	23-CFDNA	23-CFDNA-T-448346-Day-7	23-CFDNA-T-448346-Day-7	448346	NA	LSA_U01_treatment_cohort_1	Tufts	1.84615385	FALSE	0.01588	1113621	1685512	0.66070191	153	44694	Streck_plasma	9/25/08	6/25/19	7/5/19	NA	NA	203	0	NA	NA	NA	NA	10.8	NA	F	Y	mixed breed	30.8	Lymphoma	DLBCL	NA	NA	NA	Jugular	NA	12:00:00 PM	720	Day 7	PR	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	7/5/19	NA	
458521	24-CFDNA-T-458521-Day-0	24-CFDNA	24-CFDNA-T-458521-Day-0	24-CFDNA-T-458521-Day-0	458521	NA	LSA_U01_treatment_cohort_1	Tufts	44.8571429	FALSE	0.4028	1558194	2988217	0.52144607	163	88731	Streck_plasma	12/17/09	10/8/19	10/18/19	NA	NA	92	1	3/15/20	NA	159	N	9.8	159	M	Y	yorkshire terrier	10.7	Lymphoma	DLBCL	NA	NA	NA	Jugular	NA	?	NA	Day 0	disease present	Lymphoma	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
458521	24-CFDNA-T-458521-Day-7	24-CFDNA	24-CFDNA-T-458521-Day-7	24-CFDNA-T-458521-Day-7	458521	NA	LSA_U01_treatment_cohort_1	Tufts	1.24137931	FALSE	0.02262	1309461	1838641	0.7121896	152	59203	Streck_plasma	12/17/09	10/8/19	10/25/19	NA	NA	92	1	3/15/20	NA	159	N	9.9	159	M	Y	yorkshire terrier	10.4	Lymphoma	DLBCL	NA	NA	NA	Jugular	NA	11:23:00 AM	683	Day 7	CR	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	10/25/19	NA	
458521	24-CFDNA-T-458521-Day-82-Relapse	24-CFDNA	24-CFDNA-T-458521-Day-82-Relapse	24-CFDNA-T-458521-Day-82-Relapse	458521	NA	LSA_U01_treatment_cohort_1	Tufts	3	FALSE	0.06829	720678	1483946	0.48564975	164	33006	Streck_plasma	12/17/09	10/8/19	1/8/20	NA	NA	92	1	3/15/20	NA	159	N	10.1	159	M	Y	yorkshire terrier	10.3	Lymphoma	DLBCL	NA	NA	NA	Jugular	NA	11:20:00 AM	680	Day 82	PD	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	1/8/20	NA	
